Ruta,OperadOR,ac_type,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary,Año_colision,mes_colision,OperadOR Militar,OperadOR no Militar,crashed,failure,weather,other,nuevo_id
"Mt Rijani, Lombok Island, Indonesia",Airfast Services,Hawker Siddeley HS-748-2A,19,16,3,19,16,3,0,"Crashed into Mt. Ringani after being diverted en route to Denpasair, Bali, due to bad weather.",1990,1,0,1,1,0,1,0,1330
"Cove Neck, New York",AVIANCA,Boeing B-707-321B,158,149,9,73,65,8,0,"The aircraft was put in a series of extended holding patterns as it approached New York.The crew informed ATC they were running out of fuel but did not declare an emergency and were cleared to land. After a missed approach and during  a go-around, the plane ran out of fuel and crashed in a wooded area. The captain speaking very little English and communicating through the first officer, at no time declared an emergency. The first officer used the term ""we need priority"" several times, rather than declaring an emergency. The ATC did not realize the peril of the aircraft. Failure of the crew to properly communicate the emergency situation to the ATC. Although blame was placed squarely on the crew there are several reasons why ATC should have  taken some responsibility for the accident. ATC was trying to land too many planes at once given the weather and number of missed approaches and aborted landing that were taking place. The plane was put in an extended holding pattern on three different occasions. The crew was not told of wind shear below 500 ft. which led to the aborted landing attempt. The plane was passed between three different controllers as it came out of its holding pattern to land. Each time the crew had to repeat their fuel situation.  The crew did say ""we are running out of fuel"" numerous times only to be taken on a wide circling pattern after the first attempt at landing was aborted. Although the major blame was placed on the crew, in the end, the FAA paid 40% of compensations to the passenger's families.",1990,1,0,1,1,1,1,0,1329
"Zavkhan, Mongolia",MIAT - Mongolian Airlines,Antonov AN-26V,30,25,5,30,25,5,0,The Antonov crashed after failing to find the destination airport at night.,1990,1,0,1,1,0,0,0,1328
"Near Kinkala, Congo",Military - Congolese Air Force,Nord 262C-66,28,23,5,28,23,5,0,Rain and high winds caused the aircraft to crash 50 miles from it's destination of Brazzaville.,1990,1,1,0,0,0,0,1,1327
"Burlington, Vermont",Airborne Express,Cessna 208B Caravan I,2,1,1,2,1,1,0,"In light snow, the cargo plane was unable to gain altitude and crashed into trees. The failure of the pilot to de-ice the airplane prior to departure, and his decision to make the takeoff at a weight that exceeded both the maximum structural takeoff weight and the reduced takeoff weight allowed for icing conditions resulting in an inadvertent stall.",1990,1,0,1,1,1,0,0,1326
"Plattsburgh, New York",Wiggins Airways,Cessna 208B Caravan I Super Cargomaster,1,0,1,1,0,1,0,"The cargo plane took off at night in snow was unable to gain altitude, make a steep descent and crashed into trees. Loss of control in-flight after the airplane stalled during climbout. The stall resulted from a loss of lift due to a contaminated wing surface. Contributing to the accident was the failure of the pilot to de-ice the aircraft prior to departure.",1990,1,0,1,1,1,0,0,1325
"Near Ibague, Colombia",Helicopteros Nacionales de Colombia,Grumman G-159 Gulfstream I,15,11,4,15,11,4,0,"Struck Mt. El Saluda at 5,000 ft., near Image, after announcing a go-around with intentions of diverting to their alternate.",1990,2,0,1,0,0,0,1,1324
"Bauru, Brazil",TAM (Brazil),Fokker 27 Friendship 200,40,36,4,2,1,1,2,"Crashed after an aborted landing following landing  too fast and 2/3rds down the runway. The pilot attempted a go-around, became airborne but stalled and crashed into houses and a car killing two people.",1990,2,0,1,1,0,0,0,1323
"Near Bangalore, India",Indian Airlines,Airbus A320-231,146,139,7,92,87,5,0,"On final approach, the aircraft descended below the normal approach profile until it hit the ground 2,300 ft. short and 200 ft. to the right of the runway centerline. The co-pilot's (in this case check captain's) flight director was left in the Open Descent Idle Mode instead of the Vertical Speed Mode, the prescribed setting for an approach and landing.The aircraft could not maintain the correct flight path at idle power. Failure of the crew to realize the gravity of the situation and respond immediately towards proper action of moving the throttles, even after the radio altitude call-outs.",1990,2,0,1,0,1,0,0,1322
"Near Ngwerere, Zambia",Military - Zambian Air Force,DHC-5 Buffalo,29,24,5,29,24,5,0,Suddenly dove into a field as it prepared to land at Likouala.,1990,2,1,0,0,0,0,1,1321
"Denver, Colorado",Federal Express,Cessna 208A Caravan I Cargomaster,1,0,1,1,0,1,0,"While on an ILS approach, the cargo plane encountered icing conditions. Subsequently it entered a steep descent and crashed short of the runway. The accumulation of structural ice and subsequent stalling of the aircraft. The icing condition was a related factor.",1990,2,0,1,1,0,0,0,1320
"Near Meerut, India",Military - Indian Air Force,MiG-23,1,0,1,0,0,0,50,"After the pilot ejected safely, the aircraft crashed into two trucks killing 50 people on the ground.",1990,3,1,0,1,0,0,0,1319
"Las Mesitas, Honduras",TAN Honduras,Lockheed L-188CF Electra,3,0,3,3,0,3,0,"The cargo plane descended below the minimum safe altitude and struck a 7,000 mountain in poor weather.",1990,3,0,1,0,0,1,0,1318
Santiago de Cuba,Cubana de Aviacion,Antonov AN-26,46,41,5,4,4,0,0,"During takeoff, close to V1 the takeoff was aborted. The aircraft overran the runway and crashed.",1990,3,0,1,1,0,0,0,1317
"Kabul, Afghanistan",Aeroflot,Ilyushin IL-76MD,11,2,9,11,2,9,0,The cargo plane stalled while on final and crashed while on approach after being ordered by ATC to discontinue the approach. Pilot error.,1990,3,0,1,1,0,0,0,1316
"Near Kuito, Angola",Military - Angolan Air Force,CASA 212 Aviocar 300,25,20,5,25,20,5,0,Shot down with a missile fired by UNITA rebels.,1990,3,1,0,0,0,0,1,1315
"Off Vaeroy, Norway",Wideroe's Flyveselksap,de Havilland Canada DHC-6 Twin Otter 300,5,3,2,5,3,2,0,Control of the aircraft was lost when the push-pull rod to the elevator failed in heavy turbulence. The plane crashed into the sea.,1990,4,0,1,1,0,0,0,1314
"Off Contadora, Panama",Aeroperlas,de Havilland Canada DHC-6 Twin Otter 200,22,19,3,20,17,3,0,"Shortly after taking off, the plane crashed into the ocean three miles south of the Panamanian island of Contadora after experiencing problems with the No. 2 engine leading to loss of altitude and control of the aircraft. The engine failure was caused by bird ingestion.",1990,4,0,1,1,1,0,0,1313
"Near Manila, Philippines",MATS - Manila Aero Transport System,Douglas DC-3 (C-47A-30-DK),24,22,2,7,7,0,0,"The plane crashed into a rice field after an engine failed during a landing attempt and the plane attempted to take off again, crashing outside of the airport boundary.",1990,4,0,1,1,0,0,0,1312
"Ship Sands Island, ON, Canada",Frontier Air,Beechcraft C99,4,2,2,1,0,1,0,While on VOR approach the aircraft flew into the ground.,1990,4,0,1,0,0,0,1,1311
"Tarbert, England",Military - Royal Air Force,Avro Shackleton AEW-2,10,0,10,10,0,10,0,Crashed into a mountain in poor weather while en route.,1990,4,1,0,1,0,1,0,1310
"Guatamala City , Guatemala",Aerial Transit Company,Douglas DC-6BF,3,0,3,3,0,3,24,The aircraft experienced engine failure on takeoff at about V2 and crashed into houses 8 km SE of the airport.,1990,5,0,1,1,1,0,0,1309
"Tuxtla-Gutierrez, Mexico",Avicsa,Fairchild F-27,40,35,5,20,15,5,0,"Crashed 3  miles short of the runway on approach, striking trees. The accident was attributed to a lack of coordination between the crew during the approach and their lack of experience on the type of aircraft.",1990,5,0,1,1,0,0,0,1308
"Near Wurzburg , Germany",Military - Luftwaffe,Transall C-160D,10,0,10,10,0,10,0,During a low level flight the crew lost reference with the ground and crashed.,1990,5,1,0,1,0,0,0,1307
"Manila, Philippines",Philippine Air Lines,Boeing B-737-3Y0,119,113,6,8,8,0,0,There was an explosion in the center fuel tank while the aircraft was being pushed back for flight. Ignition of vapors in the empty center tank probably resulted from faulty wiring. Several causes have been presumed including chafed insulation on the wiring for the center fuel tank float level switch and damaged insulation on the wiring of the nearby wing anti-ice valve.,1990,5,0,1,0,0,0,1,1306
"Manila, Philippines",Aerolift Philippines,Beechcraft 1900C-1,21,19,2,21,19,2,4,"Crashed shortly after taking off. The aircraft never gained more than 400 feet in altitude and crashed into houses killing four people. Failure of the right engine, after which, the pilot  made an immediate right turn, stalled the aircraft and crashed. Failure to maintain adequate flying speed and altitude due to the pilot's inability to properly perform the specified emergency procedures following a malfunction of the right engine immediately after take off. Failure of the engine.",1990,5,0,1,1,1,0,0,1305
"Near Altamira, Brazil",TABA,Fairchild FH-227B,42,39,3,23,21,2,0,"The pilot switched to VFR in IFR conditions, struck trees 1 km short of runway in heavy ground fog. Pilot error.",1990,6,0,1,0,0,0,1,1304
"Thistle Lake, Northwest Territory, Canada",Ptarmigan Airways,de Havilland Canada DHC-6 Twin Otter 300,2,0,2,2,0,2,0,The cargo plane failed to gain altitude and crashed into a parked helicopter.,1990,6,0,1,1,0,0,0,1303
"Near Port Morseby, New Guinea",Douglas Airways,Britten-Norman 2B-21 Islander,12,11,1,8,7,1,0,Struck a ridge in poor weather 35km from Port Morseby while en route to Woltape.,1990,7,0,1,0,0,1,0,1302
"Near Maymaneh, Afghanistan",Military - Afghan Republican Air Force,Mil Mi-8 (helicopter),30,25,5,30,25,5,0,Shot down by rebel forces.,1990,7,1,0,0,0,0,1,1301
"Near Huanuco, Peru",Servicio Expresso Nacional,Beech King Air B90,9,8,1,9,8,1,0,Crashed during an emergency landing.,1990,7,0,1,1,0,0,0,1300
"Stepanakert, Azerbaijan, USSR",Aeroflot,Yakovlev YAK-40,47,43,4,47,43,4,0,"The aircraft crashed into a cloud covered mountain at 2,520m, 22km from its destination.  Premature descent.",1990,8,0,1,1,0,0,0,1299
"Near Shindand, Afghanistan",Military - Afghan Republican Air Force,Antonov AN-12,83,78,5,83,78,5,0,Crashed shortly after takeoff. Mechanical failure or possibly shot down.,1990,8,1,0,1,1,0,0,1298
"Elkhorn, Wisconsin",Private - Omniflight Helicopters,Bell BHT-206-B Helicopter,5,4,1,5,4,1,0,"Four helicopters were being used to night transport a concert group. The helicopter in question remained at a lower altitude and crashed into terrain soon after taking off into fog. Blues guitarist Stevie Ray Vaughan, 35 was killed. Eric Clapton was originally going to be on the helicopter but gave his seat to Vaughan. Failure of the pilot to attain adequate altitude before flying over rising terrain. Factors related to the accident were: darkness, fog, haze, rising terrain, and the lack of visual cues that were available to the pilot.",1990,8,0,1,1,1,0,0,1297
"Near Kaiserslautern, Germany",Military - U.S. Air Force,Lockheed C-5A,17,9,8,13,6,7,0,"Just after taking off, the aircraft drifted to the left and clipped trees eventually crashing 3,000 ft. past the end of the runway. Possible inadvertent deployment of a thrust reverser.",1990,8,1,0,0,0,0,1,1296
"Kaltag, Alaska",Frontier Flying Service,Piper PA-31-325 Navajo,10,9,1,3,3,0,0,Crashed after loosing the No. 2 engine.Failure of the pilot to maintain adequate altitude after becoming distracted with an engine problem. Loss of power in the No. 2 engine for unknown reasons.,1990,9,0,1,1,1,0,0,1295
"Off Newfoundland, Canada",Faucett,Boeing B-727-247,18,15,3,18,15,3,0,The aircraft ran out of fuel and crashed into the sea. The last message that was heard from the crew was they were low on fuel and preparing to ditch.,1990,9,0,1,1,0,0,0,1294
"Off Sondre Stromfjord, Greenland",Nuna Air,Cessna 441 Conquest II,8,6,2,8,6,2,0,"Crashed into the sea 80nm southwest of its departure point. According to ATC tapes, the crew was being incapacitated by hypoxia prior to crashing.",1990,9,0,1,1,0,0,0,1293
"Koltsovo, Russia",Aeroflot,Yakovlev YAK-42,128,122,6,4,3,1,0,"The aircraft undershot on approach and crashed 1,700m short of the runway.  It is reported that the crew, who was apparently fatigued, failed to correctly follow procedures. The accident happened at night.",1990,9,0,1,1,0,0,0,1292
"Off Fernando de Noronha, Brazil",SUDENE,Embraer 110P1 Bandeirante,12,10,2,12,10,2,0,"The predeparture check lists were carried out by the first officer, while the captain arrived late. The aircraft s taxied out immediately and it is presumed that the crew did not carry out the pretakeoff checklist. The airplane took off,  entered a steep climb and turned right. Shortly afterwards the plane dove into the sea. Both pilots had very little experience on Bandeirante planes.",1990,9,0,1,0,0,0,1,1291
"San Luis Obispo, California",HiTech Helicopters,Cessna 501 Citation,4,2,2,4,2,2,0,Crashed short of the runway into a Eucalyptus tree while making an approach to Runway 11 in heavy fog.  The pilot's improper IFR procedure. His failure to maintain the minimum descent altitude for the adverse weather was a related factor.,1990,9,0,1,1,1,1,0,1290
"Guangzhou, China",China Southern Airlines / Xiamen Airlines,Boeing B-737-247 / Boeing B-757-21B,226,205,21,128,121,7,0,"Shortly after taking off a hijacker entered the cockpit and demanded to be flown to Hong Kong. The captain circled for 30 minutes and after a struggle in the cockpit, attempted to land at Guangzhou, hitting the runway hard, clipping a B-707, crashing into a B-757, filpping over and bursing into flames. Eighty-two aboard the B-737 and 46 aboard the B-757 were killed. Later figures suggest the death toll was 132 and included the hijacker and driver of a vehicle.",1990,10,0,1,0,0,0,1,1289
